IDE;programa;IDG;corte1;corte2;prom;fallas;fallaP;curso;creditos;IDP;nestud;periodo;a–o;jornada;profesor;dedicacion;nsala;sala;horaExamen;inicio;final;nota;p1;p2;p3;p4;p5;p6;p7;p8;p9;p10
1754;Ingenier’a De Sistemas;G31;4,5;4,5;4,5;0;0;Algoritmos y programaci—n;3;221;23;2;2017;d’a;Agenor;TC;1;Casa Kra 4ta Sal—n  101;9:00 a.m.;09:27:00;09:56:00;3;0;0,5;0;0,5;0;0;0,5;0,5;0,5;0,5
1771;Ingenier’a De Sistemas;G31;2,5;3;2,75;0;0;Algoritmos y programaci—n;3;221;23;2;2017;d’a;Agenor;TC;5;Dise–o Y Simulaci—n Sala II;9:00 a.m.;09:14:00;10:15:00;1;0;0,5;0;0;0,5;0;0;0;0;0
1796;Ingenier’a De Sistemas;G31;2,5;3,5;3;0;0;Algoritmos y programaci—n;3;221;23;2;2017;d’a;Agenor;TC;9;Centro de Computo Sala 13;9:00 a.m.;09:13:00;10:23:00;3;0,5;0,5;0;0,5;0;0,5;0;0;0,5;0,5
1808;Ingenier’a De Sistemas;G31;3,5;1,5;2,5;0;0;Algoritmos y programaci—n;3;221;23;2;2017;d’a;Agenor;TC;3;Casa Kra 4ta Sal—n 301;9:00 a.m.;09:12:00;09:54:00;0,5;0;0;0;0;0,5;0;0;0;0;0
1812;Ingenier’a De Sistemas;G31;3,5;2;2,75;0;0;Algoritmos y programaci—n;3;221;23;2;2017;d’a;Agenor;TC;1;Casa Kra 4ta Sal—n  101;9:00 a.m.;09:26:00;10:02:00;3;0,5;0;0,5;0,5;0;0,5;0,5;0,5;0;0
1844;Ingenier’a De Sistemas;G31;2;2,5;2,25;0;0;Algoritmos y programaci—n;3;221;23;2;2017;d’a;Agenor;TC;6;Centro de Computo Sala 10;9:00 a.m.;;;;;;;;;;;;;
1855;Ingenier’a De Sistemas;G31;3,5;2;2,75;0;0;Algoritmos y programaci—n;3;221;23;2;2017;d’a;Agenor;TC;7;Centro de Computo Sala 11;9:00 a.m.;09:10:00;09:54:00;2,5;0,5;0;0,5;0,5;0;0,5;0;0,5;0;0
1857;Ingenier’a De Sistemas;G31;3;2;2,5;0;0;Algoritmos y programaci—n;3;221;23;2;2017;d’a;Agenor;TC;10;Centro de Computo Sala 14;9:00 a.m.;09:11:00;10:41:00;1,5;0;0,5;0;0;0;0;0,5;0,5;0;0
1948;Ingenier’a De Sistemas;G31;3;3;3;0;0;Algoritmos y programaci—n;3;221;23;2;2017;d’a;Agenor;TC;4;Dise–o Y Simulaci—n Sala I;9:00 a.m.;09:19:00;10:10:00;2,5;0,5;0;0,5;0;0,5;0;0,5;0;0,5;0
1982;Ingenier’a De Sistemas;G31;2,5;2,5;2,5;0;0;Algoritmos y programaci—n;3;221;23;2;2017;d’a;Agenor;TC;10;Centro de Computo Sala 14;9:00 a.m.;09:10:00;10:15:00;1,5;0;0;0;0,5;0;0;0;0;0,5;0,5
1985;Ingenier’a De Sistemas;G31;3;2;2,5;0;0;Algoritmos y programaci—n;3;221;23;2;2017;d’a;Agenor;TC;2;Casa Kra 4ta Sal—n 204;9:00 a.m.;09:12:00;09:47:00;2;0,5;0;0;0;0;0;0;0,5;0,5;0,5
2060;Ingenier’a De Sistemas;G31;3,5;2,5;3;0;0;Algoritmos y programaci—n;3;221;23;2;2017;d’a;Agenor;TC;6;Centro de Computo Sala 10;9:00 a.m.;09:18:00;10:00:00;1,5;0;0,5;0;0;0;0;0,5;0;0,5;0
2097;Ingenier’a De Sistemas;G31;3,5;3,5;3,5;0;0;Algoritmos y programaci—n;3;221;23;2;2017;d’a;Agenor;TC;7;Centro de Computo Sala 11;9:00 a.m.;;;;;;;;;;;;;
1537;Ingenier’a Ambiental;G30;2;4;3;0;0;Algoritmos y programaci—n;3;215;13;2;2017;noche;Hermes;C‡tedra;31;Torre P Sal—n 303;6:00 p.m.;18:14:00;18:59:00;0,5;0;0;0,5;0;0;0;0;0;0;0
1627;Ingenier’a Industrial;G30;3,5;4;3,75;0;0;Algoritmos y programaci—n;3;215;13;2;2017;noche;Hermes;C‡tedra;23;Casa Kra 4ta Sal—n 301;6:00 p.m.;18:27:00;18:56:00;1;0;0,5;0;0;0;0;0,5;0;0;0
1629;Ingenier’a Ambiental;G30;3,5;4,5;4;0;0;Algoritmos y programaci—n;3;215;13;2;2017;noche;Hermes;C‡tedra;21;Casa Kra 4ta Sal—n  101;6:00 p.m.;18:19:00;18:43:00;0;0;0;0;0;0;0;0;0;0;0
1649;Ingenier’a Ambiental;G30;2,5;4;3,25;0;0;Algoritmos y programaci—n;3;215;13;2;2017;noche;Hermes;C‡tedra;30;Torre P Sal—n 201;6:00 p.m.;18:15:00;18:45:00;1;0;0;0;0,5;0;0;0;0;0,5;0
1650;Ingenier’a Ambiental;G30;0;0;0;12;70,59;Algoritmos y programaci—n;3;215;13;2;2017;noche;Hermes;C‡tedra;21;Casa Kra 4ta Sal—n  101;6:00 p.m.;;;;;;;;;;;;;
1736;Ingenier’a Mec‡nica;G30;3;4;3,5;0;0;Algoritmos y programaci—n;3;215;13;2;2017;noche;Hermes;C‡tedra;26;Centro de Computo Sala 11;6:00 p.m.;18:22:00;18:54:00;1,5;0;0;0;0;0,5;0;0;0;0,5;0,5
1822;Ingenier’a Mec‡nica;G30;3;4;3,5;0;0;Algoritmos y programaci—n;3;215;13;2;2017;noche;Hermes;C‡tedra;25;Centro de Computo Sala 10;6:00 p.m.;18:27:00;18:49:00;0;0;0;0;0;0;0;0;0;0;0
1902;Ingenier’a Ambiental;G30;3;4,5;3,75;0;0;Algoritmos y programaci—n;3;215;13;2;2017;noche;Hermes;C‡tedra;29;Centro de Computo Sala 9;6:00 p.m.;18:12:00;19:02:00;0;0;0;0;0;0;0;0;0;0;0
1907;Ingenier’a De Sistemas;G30;4,5;4,5;4,5;0;0;Algoritmos y programaci—n;3;215;13;2;2017;noche;Hermes;C‡tedra;22;Casa Kra 4ta Sal—n 204;6:00 p.m.;18:19:00;19:42:00;2,5;0;0,5;0,5;0,5;0;0,5;0;0,5;0;0
1983;Ingenier’a Ambiental;G30;3,5;4,5;4;0;0;Algoritmos y programaci—n;3;215;13;2;2017;noche;Hermes;C‡tedra;28;Centro de Computo Sala 8;6:00 p.m.;;;;;;;;;;;;;
2099;Ingenier’a Mec‡nica;G30;3,5;4;3,75;0;0;Algoritmos y programaci—n;3;215;13;2;2017;noche;Hermes;C‡tedra;24;Centro de Computo Sala 6;6:00 p.m.;18:10:00;18:44:00;1,5;0,5;0;0;0,5;0;0;0;0,5;0;0
2102;Ingenier’a Ambiental;G30;4;2,5;3,25;6;35,29;Algoritmos y programaci—n;3;215;13;2;2017;noche;Hermes;C‡tedra;32;Torre P Sal—n 301;6:00 p.m.;;;;;;;;;;;;;
2112;Ingenier’a Ambiental;G30;2,5;4;3,25;0;0;Algoritmos y programaci—n;3;215;13;2;2017;noche;Hermes;C‡tedra;32;Torre P Sal—n 301;6:00 p.m.;18:20:00;19:16:00;1,5;0;0;0,5;0;0;0;0,5;0;0;0,5
1538;Ingenier’a Ambiental;G23;4,5;3;3,75;0;0;Algoritmos y programaci—n;3;211;18;2;2017;noche;Odiseo;TC;31;Torre P Sal—n 303;6:00 p.m.;18:22:00;18:53:00;1,5;0;0;0;0,5;0;0;0,5;0;0;0,5
1579;Ingenier’a Electr—nica;G23;4,5;4;4,25;0;0;Algoritmos y programaci—n;3;211;18;2;2017;noche;Odiseo;TC;24;Centro de Computo Sala 6;6:00 p.m.;18:08:00;18:43:00;1,5;0,5;0,5;0;0;0;0,5;0;0;0;0
1583;Ingenier’a Electr—nica;G23;4;4;4;0;0;Algoritmos y programaci—n;3;211;18;2;2017;noche;Odiseo;TC;26;Centro de Computo Sala 11;6:00 p.m.;18:14:00;18:49:00;4,5;0,5;0,5;0,5;0,5;0,5;0;0,5;0,5;0,5;0,5
1612;Ingenier’a Electr—nica;G23;4;5;4,5;0;0;Algoritmos y programaci—n;3;211;18;2;2017;noche;Odiseo;TC;21;Casa Kra 4ta Sal—n  101;6:00 p.m.;18:13:00;19:10:00;2,5;0;0;0;0,5;0,5;0;0,5;0;0,5;0,5
1663;Ingenier’a Ambiental;G23;4;3;3,5;0;0;Algoritmos y programaci—n;3;211;18;2;2017;noche;Odiseo;TC;30;Torre P Sal—n 201;6:00 p.m.;18:14:00;19:17:00;0,5;0;0,5;0;0;0;0;0;0;0;0
1671;Ingenier’a Electr—nica;G23;4;4;4;0;0;Algoritmos y programaci—n;3;211;18;2;2017;noche;Odiseo;TC;23;Casa Kra 4ta Sal—n 301;6:00 p.m.;18:27:00;19:34:00;3;0;0;0,5;0,5;0;0,5;0;0,5;0,5;0,5
1679;Ingenier’a Electr—nica;G23;4;5;4,5;0;0;Algoritmos y programaci—n;3;211;18;2;2017;noche;Odiseo;TC;25;Centro de Computo Sala 10;6:00 p.m.;;;;;;;;;;;;;
1680;Ingenier’a Industrial;G23;4,5;3;3,75;0;0;Algoritmos y programaci—n;3;211;18;2;2017;noche;Odiseo;TC;30;Torre P Sal—n 201;6:00 p.m.;18:14:00;19:02:00;1;0;0;0,5;0;0;0;0,5;0;0;0
1722;Ingenier’a Electr—nica;G23;4;2;3;0;0;Algoritmos y programaci—n;3;211;18;2;2017;noche;Odiseo;TC;22;Casa Kra 4ta Sal—n 204;6:00 p.m.;;;;;;;;;;;;;
1731;Ingenier’a Ambiental;G23;4,5;3;3,75;0;0;Algoritmos y programaci—n;3;211;18;2;2017;noche;Odiseo;TC;27;Centro de Computo Sala 7;6:00 p.m.;18:20:00;19:12:00;2;0;0,5;0,5;0,5;0;0;0;0;0;0,5
1743;Ingenier’a Industrial;G23;4;4;4;0;0;Algoritmos y programaci—n;3;211;18;2;2017;noche;Odiseo;TC;27;Centro de Computo Sala 7;6:00 p.m.;18:20:00;18:52:00;2;0;0;0,5;0,5;0,5;0;0;0;0,5;0
1791;Ingenier’a Mec‡nica;G23;3,5;2;2,75;0;0;Algoritmos y programaci—n;3;211;18;2;2017;noche;Odiseo;TC;32;Torre P Sal—n 301;6:00 p.m.;18:25:00;19:12:00;1;0;0;0;0,5;0;0;0;0;0,5;0
1813;Ingenier’a Ambiental;G23;4,5;3,5;4;0;0;Algoritmos y programaci—n;3;211;18;2;2017;noche;Odiseo;TC;29;Centro de Computo Sala 9;6:00 p.m.;18:11:00;19:02:00;1;0;0;0,5;0;0;0;0;0,5;0;0
1849;Ingenier’a Ambiental;G23;3,5;3;3,25;0;0;Algoritmos y programaci—n;3;211;18;2;2017;noche;Odiseo;TC;32;Torre P Sal—n 301;6:00 p.m.;18:22:00;19:13:00;1;0;0,5;0;0;0;0;0;0;0;0,5
1864;Ingenier’a Industrial;G23;4;3,5;3,75;0;0;Algoritmos y programaci—n;3;211;18;2;2017;noche;Odiseo;TC;31;Torre P Sal—n 303;6:00 p.m.;18:13:00;19:40:00;1;0;0;0;0;0,5;0;0,5;0;0;0
1952;Ingenier’a Industrial;G23;4,5;3,5;4;0;0;Algoritmos y programaci—n;3;211;18;2;2017;noche;Odiseo;TC;29;Centro de Computo Sala 9;6:00 p.m.;18:12:00;19:17:00;0,5;0;0;0;0;0;0;0;0;0;0,5
2023;Ingenier’a Industrial;G23;4,5;5;4,75;0;0;Algoritmos y programaci—n;3;211;18;2;2017;noche;Odiseo;TC;28;Centro de Computo Sala 8;6:00 p.m.;18:14:00;19:29:00;5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5
2092;Ingenier’a Ambiental;G23;4,5;5;4,75;0;0;Algoritmos y programaci—n;3;211;18;2;2017;noche;Odiseo;TC;28;Centro de Computo Sala 8;6:00 p.m.;18:07:00;19:25:00;3;0;0;0,5;0;0,5;0,5;0,5;0,5;0,5;0
1539;Ingenier’a Mec‡nica;G15;3;2;2,5;0;0;Algoritmos y programaci—n;3;206;22;2;2017;d’a;Aquiles;C‡tedra;8;Centro de Computo Sala 12;9:00 a.m.;09:14:00;10:33:00;1,5;0;0;0,5;0;0;0;0,5;0,5;0;0
1542;Ingenier’a Electr—nica;G15;3;3,5;3,25;0;0;Algoritmos y programaci—n;3;206;22;2;2017;d’a;Aquiles;C‡tedra;1;Casa Kra 4ta Sal—n  101;9:00 a.m.;09:29:00;10:35:00;1,5;0,5;0;0,5;0;0;0;0;0;0;0,5
1544;Ingenier’a Electr—nica;G15;1;1;1;0;0;Algoritmos y programaci—n;3;206;22;2;2017;d’a;Aquiles;C‡tedra;2;Casa Kra 4ta Sal—n 204;9:00 a.m.;09:08:00;10:02:00;2;0,5;0;0,5;0,5;0;0;0;0;0;0,5
1573;Ingenier’a Electr—nica;G15;1;1;1;0;0;Algoritmos y programaci—n;3;206;22;2;2017;d’a;Aquiles;C‡tedra;8;Centro de Computo Sala 12;9:00 a.m.;09:17:00;10:13:00;1;0;0,5;0;0;0;0;0;0;0,5;0
1599;Ingenier’a Ambiental;G15;2;0;1;0;0;Algoritmos y programaci—n;3;206;22;2;2017;d’a;Aquiles;C‡tedra;7;Centro de Computo Sala 11;9:00 a.m.;;;;;;;;;;;;;
1674;Ingenier’a Ambiental;G15;3,5;3,5;3,5;0;0;Algoritmos y programaci—n;3;206;22;2;2017;d’a;Aquiles;C‡tedra;1;Casa Kra 4ta Sal—n  101;9:00 a.m.;09:28:00;10:03:00;4,5;0,5;0,5;0;0,5;0,5;0,5;0,5;0,5;0,5;0,5
1685;Ingenier’a Electr—nica;G15;2;3,5;2,75;0;0;Algoritmos y programaci—n;3;206;22;2;2017;d’a;Aquiles;C‡tedra;4;Dise–o Y Simulaci—n Sala I;9:00 a.m.;09:13:00;10:00:00;1,5;0;0;0,5;0,5;0,5;0;0;0;0;0
1715;Ingenier’a Industrial;G15;1,5;0;0,75;0;0;Algoritmos y programaci—n;3;206;22;2;2017;d’a;Aquiles;C‡tedra;6;Centro de Computo Sala 10;9:00 a.m.;09:15:00;09:55:00;1;0,5;0,5;0;0;0;0;0;0;0;0
1724;Ingenier’a Ambiental;G15;0,5;0;0;0;0;Algoritmos y programaci—n;3;206;22;2;2017;d’a;Aquiles;C‡tedra;10;Centro de Computo Sala 14;9:00 a.m.;;;;;;;;;;;;;
1750;Ingenier’a Electr—nica;G15;2,5;2;2,25;0;0;Algoritmos y programaci—n;3;206;22;2;2017;d’a;Aquiles;C‡tedra;3;Casa Kra 4ta Sal—n 301;9:00 a.m.;;;;;;;;;;;;;
1774;Ingenier’a Electr—nica;G15;2,5;2,5;2,5;0;0;Algoritmos y programaci—n;3;206;22;2;2017;d’a;Aquiles;C‡tedra;5;Dise–o Y Simulaci—n Sala II;9:00 a.m.;09:11:00;10:32:00;3;0;0,5;0;0,5;0;0,5;0,5;0,5;0,5;0
1793;Ingenier’a Ambiental;G15;1;0;0;0;0;Algoritmos y programaci—n;3;206;22;2;2017;d’a;Aquiles;C‡tedra;8;Centro de Computo Sala 12;9:00 a.m.;;;;;;;;;;;;;
1807;Ingenier’a Electr—nica;G15;2,5;2;2,25;0;0;Algoritmos y programaci—n;3;206;22;2;2017;d’a;Aquiles;C‡tedra;7;Centro de Computo Sala 11;9:00 a.m.;09:10:00;09:57:00;1;0;0,5;0;0;0,5;0;0;0;0;0
1817;Ingenier’a Mec‡nica;G15;2,5;2;2,25;0;0;Algoritmos y programaci—n;3;206;22;2;2017;d’a;Aquiles;C‡tedra;7;Centro de Computo Sala 11;9:00 a.m.;09:10:00;09:56:00;2;0,5;0;0;0,5;0;0;0;0;0,5;0,5
1831;Ingenier’a Electr—nica;G15;2,5;2,5;2,5;0;0;Algoritmos y programaci—n;3;206;22;2;2017;d’a;Aquiles;C‡tedra;10;Centro de Computo Sala 14;9:00 a.m.;09:09:00;10:09:00;1;0;0;0;0;0,5;0;0;0;0;0,5
1869;Ingenier’a Electr—nica;G15;3,5;3;3,25;0;0;Algoritmos y programaci—n;3;206;22;2;2017;d’a;Aquiles;C‡tedra;3;Casa Kra 4ta Sal—n 301;9:00 a.m.;09:11:00;09:53:00;3;0,5;0;0,5;0,5;0,5;0;0,5;0;0,5;0
1881;Ingenier’a Ambiental;G15;2,5;3;2,75;0;0;Algoritmos y programaci—n;3;206;22;2;2017;d’a;Aquiles;C‡tedra;9;Centro de Computo Sala 13;9:00 a.m.;09:13:00;10:42:00;1,5;0;0;0,5;0;0,5;0;0;0,5;0;0
1887;Ingenier’a Electr—nica;G15;1,5;2;1,75;0;0;Algoritmos y programaci—n;3;206;22;2;2017;d’a;Aquiles;C‡tedra;2;Casa Kra 4ta Sal—n 204;9:00 a.m.;09:08:00;09:50:00;2;0;0;0;0,5;0,5;0;0;0,5;0,5;0
1993;Ingenier’a Electr—nica;G15;2;0;0;0;0;Algoritmos y programaci—n;3;206;22;2;2017;d’a;Aquiles;C‡tedra;6;Centro de Computo Sala 10;9:00 a.m.;;;;;;;;;;;;;
2020;Ingenier’a Industrial;G15;2,5;3;2,75;0;0;Algoritmos y programaci—n;3;206;22;2;2017;d’a;Aquiles;C‡tedra;5;Dise–o Y Simulaci—n Sala II;9:00 a.m.;09:16:00;10:22:00;3,5;0,5;0,5;0,5;0,5;0,5;0;0;0,5;0;0,5
2049;Ingenier’a Electr—nica;G15;2,5;4;3,25;0;0;Algoritmos y programaci—n;3;206;22;2;2017;d’a;Aquiles;C‡tedra;4;Dise–o Y Simulaci—n Sala I;9:00 a.m.;09:11:00;10:00:00;2;0;0;0;0,5;0,5;0;0;0,5;0,5;0
2067;Ingenier’a Electr—nica;G15;3;3,5;3,25;0;0;Algoritmos y programaci—n;3;206;22;2;2017;d’a;Aquiles;C‡tedra;9;Centro de Computo Sala 13;9:00 a.m.;09:13:00;10:34:00;2;0;0;0;0,5;0;0;0;0,5;0,5;0,5
1543;Ingenier’a Ambiental;G27;2,5;2;2,25;0;0;Algoritmos y programaci—n;3;209;16;2;2017;noche;HŽctor;C‡tedra;25;Centro de Computo Sala 10;6:00 p.m.;18:14:00;18:58:00;2;0;0;0,5;0,5;0,5;0;0,5;0;0;0
1556;Ingenier’a Ambiental;G27;0,5;0;0;0;0;Algoritmos y programaci—n;3;209;16;2;2017;noche;HŽctor;C‡tedra;26;Centro de Computo Sala 11;6:00 p.m.;;;;;;;;;;;;;
1558;Ingenier’a Ambiental;G27;0,5;0;0;0;0;Algoritmos y programaci—n;3;209;16;2;2017;noche;HŽctor;C‡tedra;27;Centro de Computo Sala 7;6:00 p.m.;;;;;;;;;;;;;
1561;Ingenier’a Electr—nica;G27;2;2,5;2,25;0;0;Algoritmos y programaci—n;3;209;16;2;2017;noche;HŽctor;C‡tedra;29;Centro de Computo Sala 9;6:00 p.m.;18:13:00;19:40:00;2,5;0;0,5;0,5;0;0;0;0,5;0,5;0,5;0
1601;Ingenier’a Electr—nica;G27;4,5;3;3,75;0;0;Algoritmos y programaci—n;3;209;16;2;2017;noche;HŽctor;C‡tedra;30;Torre P Sal—n 201;6:00 p.m.;18:16:00;19:10:00;4,5;0,5;0;0,5;0,5;0,5;0,5;0,5;0,5;0,5;0,5
1635;Ingenier’a Ambiental;G27;2;2;2;0;0;Algoritmos y programaci—n;3;209;16;2;2017;noche;HŽctor;C‡tedra;21;Casa Kra 4ta Sal—n  101;6:00 p.m.;18:16:00;19:02:00;1,5;0;0;0;0,5;0;0,5;0;0,5;0;0
1691;Ingenier’a De Sistemas;G27;0;0;0;30;176,47;Algoritmos y programaci—n;3;209;16;2;2017;noche;HŽctor;C‡tedra;25;Centro de Computo Sala 10;6:00 p.m.;;;;;;;;;;;;;
1782;Ingenier’a Industrial;G27;3;2,5;2,75;0;0;Algoritmos y programaci—n;3;209;16;2;2017;noche;HŽctor;C‡tedra;31;Torre P Sal—n 303;6:00 p.m.;18:16:00;18:45:00;2,5;0;0,5;0;0;0,5;0;0;0,5;0,5;0,5
1867;Ingenier’a Mec‡nica;G27;1;0;0;0;0;Algoritmos y programaci—n;3;209;16;2;2017;noche;HŽctor;C‡tedra;23;Casa Kra 4ta Sal—n 301;6:00 p.m.;;;;;;;;;;;;;
1941;Ingenier’a Electr—nica;G27;4;2,5;3,25;0;0;Algoritmos y programaci—n;3;209;16;2;2017;noche;HŽctor;C‡tedra;28;Centro de Computo Sala 8;6:00 p.m.;18:21:00;19:13:00;1;0,5;0;0;0;0;0;0,5;0;0;0
1968;Ingenier’a Ambiental;G27;2,5;3;2,75;0;0;Algoritmos y programaci—n;3;209;16;2;2017;noche;HŽctor;C‡tedra;24;Centro de Computo Sala 6;6:00 p.m.;18:18:00;19:26:00;3,5;0,5;0,5;0;0,5;0,5;0;0,5;0,5;0;0,5
2021;Ingenier’a Ambiental;G27;4;3,5;3,75;0;0;Algoritmos y programaci—n;3;209;16;2;2017;noche;HŽctor;C‡tedra;22;Casa Kra 4ta Sal—n 204;6:00 p.m.;18:17:00;19:05:00;2,5;0;0;0;0;0,5;0;0,5;0,5;0,5;0,5
2022;Ingenier’a Ambiental;G27;3;2,5;2,75;0;0;Algoritmos y programaci—n;3;209;16;2;2017;noche;HŽctor;C‡tedra;23;Casa Kra 4ta Sal—n 301;6:00 p.m.;18:28:00;19:06:00;1;0;0;0;0;0;0,5;0,5;0;0;0
2044;Ingenier’a Industrial;G27;2,5;2,5;2,5;0;0;Algoritmos y programaci—n;3;209;16;2;2017;noche;HŽctor;C‡tedra;32;Torre P Sal—n 301;6:00 p.m.;18:20:00;19:16:00;1;0;0;0;0;0,5;0,5;0;0;0;0
2063;Ingenier’a Mec‡nica;G27;3;2,5;2,75;0;0;Algoritmos y programaci—n;3;209;16;2;2017;noche;HŽctor;C‡tedra;21;Casa Kra 4ta Sal—n  101;6:00 p.m.;18:31:00;19:43:00;3,5;0,5;0;0,5;0,5;0,5;0;0;0,5;0,5;0,5
2084;Ingenier’a Mec‡nica;G27;3,5;3,5;3,5;0;0;Algoritmos y programaci—n;3;209;16;2;2017;noche;HŽctor;C‡tedra;22;Casa Kra 4ta Sal—n 204;6:00 p.m.;18:17:00;19:06:00;4;0,5;0,5;0,5;0,5;0,5;0;0,5;0;0,5;0,5
1547;Ingenier’a Ambiental;G3;4,5;4,5;4,5;0;0;Algoritmos y programaci—n;3;210;21;2;2017;d’a;Agamen—n;C‡tedra;14;Centro de Computo Sala 5;9:00 a.m.;09:04:00;10:15:00;2,5;0;0;0;0,5;0;0;0,5;0,5;0,5;0,5
1562;Ingenier’a Mec‡nica;G3;4;2,5;3,25;0;0;Algoritmos y programaci—n;3;210;21;2;2017;d’a;Agamen—n;C‡tedra;11;Centro de Computo Sala 2;9:00 a.m.;09:08:00;10:06:00;1;0,5;0;0;0;0;0,5;0;0;0;0
1563;Ingenier’a Industrial;G3;4;3,5;3,75;0;0;Algoritmos y programaci—n;3;210;21;2;2017;d’a;Agamen—n;C‡tedra;17;Centro de Computo Sala 8;9:00 a.m.;09:09:00;10:15:00;2,5;0;0,5;0,5;0;0;0;0;0,5;0,5;0,5
1641;Ingenier’a Mec‡nica;G3;4,5;4,5;4,5;0;0;Algoritmos y programaci—n;3;210;21;2;2017;d’a;Agamen—n;C‡tedra;12;Centro de Computo Sala 3;9:00 a.m.;09:22:00;10:48:00;4,5;0,5;0,5;0;0,5;0,5;0,5;0,5;0,5;0,5;0,5
1648;Ingenier’a Ambiental;G3;4,5;4;4,25;0;0;Algoritmos y programaci—n;3;210;21;2;2017;d’a;Agamen—n;C‡tedra;17;Centro de Computo Sala 8;9:00 a.m.;09:09:00;09:46:00;1;0;0;0;0;0;0;0;0;0,5;0,5
1661;Ingenier’a De Sistemas;G3;1;1;1;0;0;Algoritmos y programaci—n;3;210;21;2;2017;d’a;Agamen—n;C‡tedra;16;Centro de Computo Sala 7;9:00 a.m.;;;;;;;;;;;;;
1686;Ingenier’a Ambiental;G3;4;3,5;3,75;0;0;Algoritmos y programaci—n;3;210;21;2;2017;d’a;Agamen—n;C‡tedra;15;Centro de Computo Sala 6;9:00 a.m.;09:03:00;10:14:00;0,5;0;0;0;0;0;0;0;0;0,5;0
1733;Ingenier’a Industrial;G3;4,5;5;4,75;0;0;Algoritmos y programaci—n;3;210;21;2;2017;d’a;Agamen—n;C‡tedra;18;Centro de Computo Sala 9;9:00 a.m.;09:25:00;10:01:00;2;0,5;0;0;0;0,5;0;0;0,5;0;0,5
1741;Ingenier’a Ambiental;G3;4,5;2;3,25;0;0;Algoritmos y programaci—n;3;210;21;2;2017;d’a;Agamen—n;C‡tedra;13;Centro de Computo Sala 4;9:00 a.m.;09:15:00;10:27:00;3;0;0;0,5;0,5;0;0,5;0;0,5;0,5;0,5
1785;Ingenier’a Ambiental;G3;4,5;2,5;3,5;0;0;Algoritmos y programaci—n;3;210;21;2;2017;d’a;Agamen—n;C‡tedra;12;Centro de Computo Sala 3;9:00 a.m.;09:25:00;10:56:00;2;0;0;0,5;0,5;0;0,5;0;0;0,5;0
1858;Ingenier’a Mec‡nica;G3;4,5;2,5;3,5;0;0;Algoritmos y programaci—n;3;210;21;2;2017;d’a;Agamen—n;C‡tedra;13;Centro de Computo Sala 4;9:00 a.m.;09:19:00;10:02:00;0;0;0;0;0;0;0;0;0;0;0
1875;Ingenier’a Ambiental;G3;4;1;2,5;0;0;Algoritmos y programaci—n;3;210;21;2;2017;d’a;Agamen—n;C‡tedra;18;Centro de Computo Sala 9;9:00 a.m.;09:44:00;10:10:00;2,5;0,5;0,5;0,5;0,5;0;0,5;0;0;0;0
1877;Ingenier’a Ambiental;G3;3,5;2;2,75;0;0;Algoritmos y programaci—n;3;210;21;2;2017;d’a;Agamen—n;C‡tedra;11;Centro de Computo Sala 2;9:00 a.m.;;;;;;;;;;;;;
1900;Ingenier’a Ambiental;G3;4;3,5;3,75;0;0;Algoritmos y programaci—n;3;210;21;2;2017;d’a;Agamen—n;C‡tedra;16;Centro de Computo Sala 7;9:00 a.m.;09:25:00;09:55:00;0,5;0;0;0;0,5;0;0;0;0;0;0
1900;Ingenier’a Ambiental;G3;4;3,5;3,75;0;0;Algoritmos y programaci—n;3;210;21;2;2017;d’a;Agamen—n;C‡tedra;16;Centro de Computo Sala 7;9:00 a.m.;18:15:00;19:35:00;3;0,5;0;0,5;0,5;0,5;0;0;0;0,5;0,5
1933;Ingenier’a Ambiental;G3;4;3,5;3,75;0;0;Algoritmos y programaci—n;3;210;21;2;2017;d’a;Agamen—n;C‡tedra;13;Centro de Computo Sala 4;9:00 a.m.;09:13:00;10:03:00;1,5;0;0,5;0;0;0;0;0,5;0;0,5;0
1951;Ingenier’a Ambiental;G3;4;3,5;3,75;0;0;Algoritmos y programaci—n;3;210;21;2;2017;d’a;Agamen—n;C‡tedra;20;Torre P Sal—n 303;9:00 a.m.;09:07:00;10:01:00;1;0;0;0;0;0,5;0;0,5;0;0;0
1965;Ingenier’a Industrial;G3;4,5;2,5;3,5;0;0;Algoritmos y programaci—n;3;210;21;2;2017;d’a;Agamen—n;C‡tedra;19;Torre P Sal—n 201;9:00 a.m.;09:04:00;10:04:00;1,5;0;0,5;0;0;0,5;0;0;0;0;0,5
1981;Ingenier’a Ambiental;G3;4;2;3;0;0;Algoritmos y programaci—n;3;210;21;2;2017;d’a;Agamen—n;C‡tedra;14;Centro de Computo Sala 5;9:00 a.m.;09:14:00;10:27:00;2;0;0;0;0;0,5;0;0,5;0,5;0,5;0
2071;Ingenier’a Industrial;G3;4;3;3,5;0;0;Algoritmos y programaci—n;3;210;21;2;2017;d’a;Agamen—n;C‡tedra;20;Torre P Sal—n 303;9:00 a.m.;09:11:00;10:01:00;2;0,5;0,5;0;0,5;0;0;0;0,5;0;0
